City,Date,Card Type,Exp Type,Gender,Amount,description
"Fatehabad, India",2014-05-27,Signature,Food,M,155690,"Spent on Food using Signature in Fatehabad, India"
"Kavali, India",2015-04-15,Silver,Food,F,210307,"Spent on Food using Silver in Kavali, India"
"Yadgir, India",2014-03-15,Silver,Bills,F,277138,"Spent on Bills using Silver in Yadgir, India"
"Sirhind Fatehgarh Sahib, India",2013-12-15,Platinum,Fuel,F,123966,"Spent on Fuel using Platinum in Sirhind Fatehgarh Sahib, India"
"Mudhol, India",2014-08-17,Signature,Entertainment,F,264537,"Spent on Entertainment using Signature in Mudhol, India"
"Udgir, India",2014-04-18,Silver,Entertainment,M,24397,"Spent on Entertainment using Silver in Udgir, India"
"Sagar, India",2013-11-05,Signature,Bills,M,190999,"Spent on Bills using Signature in Sagar, India"
"Pusad, India",2013-12-25,Gold,Bills,M,74460,"Spent on Bills using Gold in Pusad, India"
"Porsa, India",2014-07-12,Platinum,Fuel,F,46032,"Spent on Fuel using Platinum in Porsa, India"
"Sidhpur, India",2014-11-02,Platinum,Entertainment,F,129515,"Spent on Entertainment using Platinum in Sidhpur, India"
"Arwal, India",2015-02-06,Platinum,Fuel,F,211109,"Spent on Fuel using Platinum in Arwal, India"
"Renukoot, India",2015-03-07,Signature,Entertainment,M,287768,"Spent on Entertainment using Signature in Renukoot, India"
"Malur, India",2013-12-17,Platinum,Grocery,F,72206,"Spent on Grocery using Platinum in Malur, India"
"Titlagarh, India",2015-03-08,Signature,Entertainment,M,81395,"Spent on Entertainment using Signature in Titlagarh, India"
"Paithan, India",2014-05-06,Gold,Bills,F,230344,"Spent on Bills using Gold in Paithan, India"
"Ambikapur, India",2014-05-02,Signature,Food,F,57098,"Spent on Food using Signature in Ambikapur, India"
"Kot Kapura, India",2014-06-05,Platinum,Grocery,M,223668,"Spent on Grocery using Platinum in Kot Kapura, India"
"Shirdi, India",2015-05-02,Platinum,Entertainment,M,65996,"Spent on Entertainment using Platinum in Shirdi, India"
"Sonipat, India",2015-05-24,Platinum,Bills,F,30214,"Spent on Bills using Platinum in Sonipat, India"
"Kalimpong, India",2015-03-25,Gold,Bills,M,189220,"Spent on Bills using Gold in Kalimpong, India"
"Sardarshahar, India",2014-10-04,Signature,Food,M,146216,"Spent on Food using Signature in Sardarshahar, India"
"Nelamangala, India",2014-07-13,Platinum,Entertainment,M,241008,"Spent on Entertainment using Platinum in Nelamangala, India"
"Tharamangalam, India",2013-11-21,Gold,Grocery,F,171763,"Spent on Grocery using Gold in Tharamangalam, India"
"Siana, India",2014-08-10,Gold,Bills,F,204167,"Spent on Bills using Gold in Siana, India"
"Narnaul, India",2015-03-20,Gold,Fuel,F,244278,"Spent on Fuel using Gold in Narnaul, India"
"Mahasamund, India",2014-09-13,Silver,Fuel,F,211523,"Spent on Fuel using Silver in Mahasamund, India"
"Kharar, India",2014-09-28,Gold,Entertainment,M,36435,"Spent on Entertainment using Gold in Kharar, India"
"Pandharpur, India",2013-12-27,Platinum,Fuel,M,270046,"Spent on Fuel using Platinum in Pandharpur, India"
"Sultanganj, India",2013-10-04,Gold,Entertainment,M,131374,"Spent on Entertainment using Gold in Sultanganj, India"
"Zirakpur, India",2014-03-08,Platinum,Entertainment,M,84925,"Spent on Entertainment using Platinum in Zirakpur, India"
"Margao, India",2015-03-23,Gold,Fuel,M,170988,"Spent on Fuel using Gold in Margao, India"
"Tiruvuru, India",2014-03-23,Gold,Food,M,188536,"Spent on Food using Gold in Tiruvuru, India"
"Dhanbad, India",2014-06-26,Gold,Grocery,F,30104,"Spent on Grocery using Gold in Dhanbad, India"
"Mandi Dabwali, India",2013-11-23,Platinum,Entertainment,F,107154,"Spent on Entertainment using Platinum in Mandi Dabwali, India"
"Gwalior, India",2014-09-16,Platinum,Bills,M,234696,"Spent on Bills using Platinum in Gwalior, India"
"Patna, India",2014-09-28,Signature,Entertainment,F,107343,"Spent on Entertainment using Signature in Patna, India"
"Lar, India",2013-12-07,Platinum,Entertainment,F,274817,"Spent on Entertainment using Platinum in Lar, India"
"Gudur, India",2015-04-08,Signature,Food,M,18430,"Spent on Food using Signature in Gudur, India"
"Seoni-Malwa, India",2014-05-20,Silver,Bills,M,156245,"Spent on Bills using Silver in Seoni-Malwa, India"
"Miryalaguda, India",2014-05-20,Gold,Fuel,F,76928,"Spent on Fuel using Gold in Miryalaguda, India"
"Uravakonda, India",2014-11-11,Signature,Fuel,M,298057,"Spent on Fuel using Signature in Uravakonda, India"
"Ramagundam, India",2014-08-21,Platinum,Bills,F,121101,"Spent on Bills using Platinum in Ramagundam, India"
"Tasgaon, India",2014-08-03,Silver,Bills,F,38053,"Spent on Bills using Silver in Tasgaon, India"
"Thirumangalam, India",2015-05-04,Platinum,Food,M,7132,"Spent on Food using Platinum in Thirumangalam, India"
"Pinjore, India",2014-06-26,Gold,Fuel,F,298626,"Spent on Fuel using Gold in Pinjore, India"
"Nadbai, India",2015-03-27,Gold,Fuel,F,52529,"Spent on Fuel using Gold in Nadbai, India"
"Udhagamandalam, India",2014-06-27,Signature,Bills,M,9528,"Spent on Bills using Signature in Udhagamandalam, India"
"Ichalkaranji, India",2013-10-24,Signature,Grocery,M,158217,"Spent on Grocery using Signature in Ichalkaranji, India"
"Sultanganj, India",2013-12-03,Platinum,Entertainment,M,248398,"Spent on Entertainment using Platinum in Sultanganj, India"
"Bobbili, India",2014-03-31,Signature,Fuel,M,121304,"Spent on Fuel using Signature in Bobbili, India"
"Samana, India",2015-04-17,Signature,Food,M,273052,"Spent on Food using Signature in Samana, India"
"Thanjavur, India",2013-11-11,Silver,Bills,F,167662,"Spent on Bills using Silver in Thanjavur, India"
"Muktsar, India",2014-02-04,Platinum,Entertainment,M,63227,"Spent on Entertainment using Platinum in Muktsar, India"
"Gopalganj, India",2014-08-20,Platinum,Bills,M,116478,"Spent on Bills using Platinum in Gopalganj, India"
"Nagarkurnool, India",2015-02-14,Signature,Grocery,M,139880,"Spent on Grocery using Signature in Nagarkurnool, India"
"Kharar, India",2014-07-07,Gold,Entertainment,F,52850,"Spent on Entertainment using Gold in Kharar, India"
"Kunnamkulam, India",2013-10-24,Gold,Grocery,F,216428,"Spent on Grocery using Gold in Kunnamkulam, India"
"Kurnool, India",2014-02-25,Silver,Entertainment,F,70981,"Spent on Entertainment using Silver in Kurnool, India"
"Malpura, India",2014-05-24,Signature,Entertainment,F,286848,"Spent on Entertainment using Signature in Malpura, India"
"Ramgarh, India",2015-01-27,Silver,Fuel,M,4504,"Spent on Fuel using Silver in Ramgarh, India"
"Vatakara, India",2015-05-13,Silver,Bills,M,135972,"Spent on Bills using Silver in Vatakara, India"
"Nanded-Waghala, India",2014-06-03,Signature,Food,M,137805,"Spent on Food using Signature in Nanded-Waghala, India"
"Mokokchung, India",2014-02-19,Signature,Food,F,124514,"Spent on Food using Signature in Mokokchung, India"
"Bahadurgarh, India",2013-10-04,Silver,Food,F,91707,"Spent on Food using Silver in Bahadurgarh, India"
"Rawatsar, India",2013-10-10,Gold,Fuel,F,85841,"Spent on Fuel using Gold in Rawatsar, India"
"Ranaghat, India",2014-04-08,Silver,Entertainment,M,35948,"Spent on Entertainment using Silver in Ranaghat, India"
"Tilda Newra, India",2015-02-23,Signature,Fuel,F,173759,"Spent on Fuel using Signature in Tilda Newra, India"
"Bhiwandi, India",2014-12-22,Platinum,Food,F,198328,"Spent on Food using Platinum in Bhiwandi, India"
"Baleshwar Town, India",2014-09-22,Signature,Bills,F,109911,"Spent on Bills using Signature in Baleshwar Town, India"
"Pathri, India",2015-04-12,Platinum,Fuel,M,96390,"Spent on Fuel using Platinum in Pathri, India"
"Thirumangalam, India",2014-08-16,Silver,Entertainment,M,205425,"Spent on Entertainment using Silver in Thirumangalam, India"
"Kannur, India",2014-04-22,Signature,Grocery,F,276158,"Spent on Grocery using Signature in Kannur, India"
"Palanpur, India",2014-04-19,Signature,Bills,M,150434,"Spent on Bills using Signature in Palanpur, India"
"Adilabad, India",2014-10-18,Signature,Grocery,F,227325,"Spent on Grocery using Signature in Adilabad, India"
"Nagina, India",2014-12-02,Gold,Fuel,F,31565,"Spent on Fuel using Gold in Nagina, India"
"Usilampatti, India",2014-12-18,Signature,Grocery,F,155187,"Spent on Grocery using Signature in Usilampatti, India"
"Sultanganj, India",2014-06-05,Signature,Bills,M,166979,"Spent on Bills using Signature in Sultanganj, India"
"Raayachuru, India",2013-11-14,Signature,Entertainment,M,131460,"Spent on Entertainment using Signature in Raayachuru, India"
"Udgir, India",2014-10-20,Gold,Food,F,215115,"Spent on Food using Gold in Udgir, India"
"Bobbili, India",2015-04-03,Gold,Grocery,F,111078,"Spent on Grocery using Gold in Bobbili, India"
"Balurghat, India",2014-04-28,Gold,Food,M,212819,"Spent on Food using Gold in Balurghat, India"
"Raipur, India",2014-11-21,Signature,Entertainment,M,245537,"Spent on Entertainment using Signature in Raipur, India"
"Thanjavur, India",2014-09-27,Platinum,Fuel,F,7614,"Spent on Fuel using Platinum in Thanjavur, India"
"Meerut, India",2015-05-07,Silver,Entertainment,M,12476,"Spent on Entertainment using Silver in Meerut, India"
"Warora, India",2013-12-01,Gold,Bills,M,25374,"Spent on Bills using Gold in Warora, India"
"Davanagere, India",2014-09-25,Signature,Bills,M,242188,"Spent on Bills using Signature in Davanagere, India"
"Mundi, India",2014-04-17,Silver,Fuel,M,33212,"Spent on Fuel using Silver in Mundi, India"
"Kathua, India",2014-08-27,Gold,Entertainment,M,178359,"Spent on Entertainment using Gold in Kathua, India"
"Munger, India",2014-11-18,Platinum,Grocery,F,48865,"Spent on Grocery using Platinum in Munger, India"
"Ludhiana, India",2014-12-28,Signature,Entertainment,F,264213,"Spent on Entertainment using Signature in Ludhiana, India"
"Mohali, India",2014-04-03,Platinum,Bills,F,207011,"Spent on Bills using Platinum in Mohali, India"
"Sherghati, India",2014-10-21,Gold,Food,F,106306,"Spent on Food using Gold in Sherghati, India"
"Farooqnagar, India",2014-11-26,Signature,Grocery,F,4520,"Spent on Grocery using Signature in Farooqnagar, India"
"Rudauli, India",2014-12-16,Silver,Fuel,M,185229,"Spent on Fuel using Silver in Rudauli, India"
"Visakhapatnam, India",2013-10-19,Gold,Fuel,F,279623,"Spent on Fuel using Gold in Visakhapatnam, India"
"Pappinisseri, India",2013-10-16,Gold,Entertainment,F,193606,"Spent on Entertainment using Gold in Pappinisseri, India"
"Titlagarh, India",2015-03-30,Silver,Food,M,235047,"Spent on Food using Silver in Titlagarh, India"
"Lakheri, India",2014-05-07,Signature,Fuel,F,261536,"Spent on Fuel using Signature in Lakheri, India"
"Parvathipuram, India",2014-12-18,Platinum,Food,F,271053,"Spent on Food using Platinum in Parvathipuram, India"
"Uran, India",2014-02-02,Silver,Entertainment,F,26336,"Spent on Entertainment using Silver in Uran, India"
"Jammu, India",2013-11-14,Gold,Grocery,M,197237,"Spent on Grocery using Gold in Jammu, India"
"Kapadvanj, India",2015-02-09,Signature,Entertainment,F,27627,"Spent on Entertainment using Signature in Kapadvanj, India"
"Malout, India",2014-07-03,Silver,Entertainment,F,103678,"Spent on Entertainment using Silver in Malout, India"
"Shikaripur, India",2014-05-17,Silver,Grocery,F,207468,"Spent on Grocery using Silver in Shikaripur, India"
"Shamli, India",2014-04-22,Gold,Fuel,M,170134,"Spent on Fuel using Gold in Shamli, India"
"Jammalamadugu, India",2014-07-11,Signature,Grocery,F,217501,"Spent on Grocery using Signature in Jammalamadugu, India"
"Sheikhpura, India",2014-10-21,Silver,Bills,M,90249,"Spent on Bills using Silver in Sheikhpura, India"
"Udgir, India",2015-03-06,Gold,Fuel,M,153058,"Spent on Fuel using Gold in Udgir, India"
"Renukoot, India",2014-06-19,Silver,Fuel,M,90030,"Spent on Fuel using Silver in Renukoot, India"
"Kadapa, India",2015-04-01,Signature,Food,M,179927,"Spent on Food using Signature in Kadapa, India"
"Maihar, India",2013-10-11,Gold,Grocery,F,137766,"Spent on Grocery using Gold in Maihar, India"
"Dhoraji, India",2015-01-10,Signature,Fuel,M,5159,"Spent on Fuel using Signature in Dhoraji, India"
"Sitamarhi, India",2013-11-23,Platinum,Bills,F,298693,"Spent on Bills using Platinum in Sitamarhi, India"
"Ongole, India",2014-02-01,Platinum,Fuel,F,108463,"Spent on Fuel using Platinum in Ongole, India"
"Kalpi, India",2015-05-16,Silver,Bills,F,32521,"Spent on Bills using Silver in Kalpi, India"
"Sugauli, India",2014-06-02,Silver,Entertainment,M,4504,"Spent on Entertainment using Silver in Sugauli, India"
"Vadalur, India",2015-04-07,Platinum,Grocery,F,230887,"Spent on Grocery using Platinum in Vadalur, India"
"Dharmanagar, India",2015-05-19,Platinum,Bills,F,285697,"Spent on Bills using Platinum in Dharmanagar, India"
"Pattamundai, India",2013-11-15,Platinum,Grocery,M,102062,"Spent on Grocery using Platinum in Pattamundai, India"
"Uran, India",2014-10-02,Platinum,Bills,M,86672,"Spent on Bills using Platinum in Uran, India"
"Nilambur, India",2014-05-22,Gold,Food,M,78916,"Spent on Food using Gold in Nilambur, India"
"Kothagudem, India",2014-08-23,Silver,Grocery,F,238167,"Spent on Grocery using Silver in Kothagudem, India"
"Nokha, India",2014-02-04,Gold,Entertainment,M,244917,"Spent on Entertainment using Gold in Nokha, India"
"Sivakasi, India",2014-07-03,Signature,Bills,F,212309,"Spent on Bills using Signature in Sivakasi, India"
"Sidlaghatta, India",2013-12-09,Silver,Food,M,152172,"Spent on Food using Silver in Sidlaghatta, India"
"Naihati, India",2014-02-08,Signature,Fuel,F,158469,"Spent on Fuel using Signature in Naihati, India"
"Kayamkulam, India",2014-06-17,Signature,Fuel,M,241362,"Spent on Fuel using Signature in Kayamkulam, India"
"Shimla, India",2015-01-23,Silver,Bills,M,31817,"Spent on Bills using Silver in Shimla, India"
"Mohali, India",2014-10-18,Signature,Food,F,91788,"Spent on Food using Signature in Mohali, India"
"Ongole, India",2014-10-06,Gold,Fuel,M,279350,"Spent on Fuel using Gold in Ongole, India"
"Raurkela, India",2014-04-24,Platinum,Food,F,227133,"Spent on Food using Platinum in Raurkela, India"
"Pithoragarh, India",2014-05-30,Gold,Grocery,F,215862,"Spent on Grocery using Gold in Pithoragarh, India"
"Samalkot, India",2015-03-26,Platinum,Fuel,F,154403,"Spent on Fuel using Platinum in Samalkot, India"
"Kohima, India",2014-01-21,Signature,Grocery,F,262101,"Spent on Grocery using Signature in Kohima, India"
"Neemuch, India",2014-05-05,Silver,Bills,M,6695,"Spent on Bills using Silver in Neemuch, India"
"Rudauli, India",2013-10-18,Silver,Food,M,275863,"Spent on Food using Silver in Rudauli, India"
"Shahdol, India",2014-05-13,Platinum,Fuel,F,225932,"Spent on Fuel using Platinum in Shahdol, India"
"Uran Islampur, India",2014-10-11,Silver,Bills,F,27557,"Spent on Bills using Silver in Uran Islampur, India"
"Satana, India",2014-07-28,Silver,Food,F,104347,"Spent on Food using Silver in Satana, India"
"Oddanchatram, India",2014-03-03,Platinum,Bills,F,20388,"Spent on Bills using Platinum in Oddanchatram, India"
"Wani, India",2014-02-02,Platinum,Fuel,M,146664,"Spent on Fuel using Platinum in Wani, India"
"Yamunanagar, India",2014-01-13,Platinum,Entertainment,F,221113,"Spent on Entertainment using Platinum in Yamunanagar, India"
"Mavoor, India",2014-04-03,Gold,Food,F,27874,"Spent on Food using Gold in Mavoor, India"
"Sahaswan, India",2014-08-10,Gold,Food,F,251045,"Spent on Food using Gold in Sahaswan, India"
"Surandai, India",2014-04-01,Platinum,Entertainment,F,290618,"Spent on Entertainment using Platinum in Surandai, India"
"Khambhat, India",2014-07-16,Platinum,Entertainment,M,262776,"Spent on Entertainment using Platinum in Khambhat, India"
"Manmad, India",2015-04-08,Gold,Entertainment,M,157866,"Spent on Entertainment using Gold in Manmad, India"
"Najibabad, India",2014-01-09,Platinum,Grocery,M,150811,"Spent on Grocery using Platinum in Najibabad, India"
"Naila Janjgir, India",2015-01-08,Platinum,Fuel,M,113340,"Spent on Fuel using Platinum in Naila Janjgir, India"
"Thiruvananthapuram, India",2015-05-18,Gold,Grocery,F,212271,"Spent on Grocery using Gold in Thiruvananthapuram, India"
"Periyasemur, India",2014-08-07,Silver,Grocery,F,173779,"Spent on Grocery using Silver in Periyasemur, India"
"Kalyan-Dombivali, India",2014-04-13,Signature,Bills,F,18242,"Spent on Bills using Signature in Kalyan-Dombivali, India"
"Sonipat, India",2015-04-19,Gold,Entertainment,M,292817,"Spent on Entertainment using Gold in Sonipat, India"
"Gumia, India",2014-01-09,Gold,Entertainment,M,202899,"Spent on Entertainment using Gold in Gumia, India"
"Makrana, India",2014-11-19,Signature,Food,M,210262,"Spent on Food using Signature in Makrana, India"
"Gwalior, India",2014-09-09,Platinum,Bills,F,163992,"Spent on Bills using Platinum in Gwalior, India"
"Ramanagaram, India",2015-04-02,Silver,Bills,M,118009,"Spent on Bills using Silver in Ramanagaram, India"
"Pandhurna, India",2014-06-17,Platinum,Food,F,56945,"Spent on Food using Platinum in Pandhurna, India"
"Malpura, India",2014-05-19,Gold,Food,M,231322,"Spent on Food using Gold in Malpura, India"
"Savner, India",2014-11-03,Signature,Bills,M,64830,"Spent on Bills using Signature in Savner, India"
"Varkala, India",2014-08-31,Silver,Food,M,212675,"Spent on Food using Silver in Varkala, India"
"Dumraon, India",2014-03-22,Gold,Fuel,M,262787,"Spent on Fuel using Gold in Dumraon, India"
"Pilibhit, India",2015-03-04,Gold,Bills,M,10405,"Spent on Bills using Gold in Pilibhit, India"
"Ganjbasoda, India",2014-08-10,Signature,Entertainment,M,50390,"Spent on Entertainment using Signature in Ganjbasoda, India"
"Bhiwandi, India",2015-03-23,Platinum,Fuel,M,93714,"Spent on Fuel using Platinum in Bhiwandi, India"
"Simdega, India",2014-10-07,Platinum,Food,F,278174,"Spent on Food using Platinum in Simdega, India"
"Nagapattinam, India",2014-07-04,Signature,Bills,F,273253,"Spent on Bills using Signature in Nagapattinam, India"
"Nokha, India",2014-07-30,Silver,Entertainment,M,192326,"Spent on Entertainment using Silver in Nokha, India"
"Haldwani-cum-Kathgodam, India",2014-01-11,Gold,Entertainment,F,37003,"Spent on Entertainment using Gold in Haldwani-cum-Kathgodam, India"
"Kalyan-Dombivali, India",2015-04-02,Silver,Grocery,F,54272,"Spent on Grocery using Silver in Kalyan-Dombivali, India"
"Jamshedpur, India",2014-10-16,Platinum,Food,M,292931,"Spent on Food using Platinum in Jamshedpur, India"
"Tekkalakote, India",2015-03-23,Gold,Food,M,210758,"Spent on Food using Gold in Tekkalakote, India"
"Sherkot, India",2014-01-05,Silver,Food,F,122655,"Spent on Food using Silver in Sherkot, India"
"Madhupur, India",2014-01-08,Signature,Entertainment,M,252151,"Spent on Entertainment using Signature in Madhupur, India"
"Petlad, India",2014-01-28,Silver,Food,M,118227,"Spent on Food using Silver in Petlad, India"
"Tiruchendur, India",2013-12-05,Gold,Food,M,40027,"Spent on Food using Gold in Tiruchendur, India"
"Mandapeta, India",2014-04-03,Signature,Bills,M,290226,"Spent on Bills using Signature in Mandapeta, India"
"Sonipat, India",2013-11-18,Platinum,Food,M,273809,"Spent on Food using Platinum in Sonipat, India"
"Pathri, India",2014-02-10,Platinum,Fuel,F,269695,"Spent on Fuel using Platinum in Pathri, India"
"Asansol, India",2014-06-01,Platinum,Bills,M,270715,"Spent on Bills using Platinum in Asansol, India"
"Lal Gopalganj Nindaura, India",2014-02-02,Signature,Bills,F,163096,"Spent on Bills using Signature in Lal Gopalganj Nindaura, India"
"Supaul, India",2013-10-11,Signature,Food,M,272044,"Spent on Food using Signature in Supaul, India"
"Nagaon, India",2014-02-28,Gold,Food,M,127238,"Spent on Food using Gold in Nagaon, India"
"Mihijam, India",2014-04-18,Platinum,Grocery,M,199457,"Spent on Grocery using Platinum in Mihijam, India"
"Vyara, India",2014-03-07,Silver,Grocery,M,137132,"Spent on Grocery using Silver in Vyara, India"
"Washim, India",2014-05-13,Signature,Entertainment,F,228512,"Spent on Entertainment using Signature in Washim, India"
"Shegaon, India",2014-09-30,Platinum,Bills,M,247702,"Spent on Bills using Platinum in Shegaon, India"
"Varkala, India",2014-07-22,Platinum,Grocery,M,59902,"Spent on Grocery using Platinum in Varkala, India"
"Palladam, India",2014-03-03,Signature,Fuel,M,141896,"Spent on Fuel using Signature in Palladam, India"
"Suryapet, India",2014-06-26,Silver,Fuel,F,245453,"Spent on Fuel using Silver in Suryapet, India"
"Pinjore, India",2014-02-27,Signature,Fuel,M,146715,"Spent on Fuel using Signature in Pinjore, India"
"Naugachhia, India",2014-02-05,Silver,Bills,F,92144,"Spent on Bills using Silver in Naugachhia, India"
"Seohara, India",2015-02-12,Signature,Entertainment,F,244219,"Spent on Entertainment using Signature in Seohara, India"
"Ranavav, India",2015-02-12,Signature,Grocery,M,163118,"Spent on Grocery using Signature in Ranavav, India"
"Ozar, India",2015-05-09,Silver,Bills,M,58339,"Spent on Bills using Silver in Ozar, India"
"Tikamgarh, India",2014-06-09,Signature,Entertainment,F,271229,"Spent on Entertainment using Signature in Tikamgarh, India"
"Erode, India",2014-06-05,Silver,Bills,M,1468,"Spent on Bills using Silver in Erode, India"
"Yellandu, India",2014-05-11,Platinum,Bills,F,243299,"Spent on Bills using Platinum in Yellandu, India"
"Jagtial, India",2015-01-05,Gold,Fuel,F,207474,"Spent on Fuel using Gold in Jagtial, India"
"Ranchi, India",2015-01-09,Platinum,Fuel,F,26075,"Spent on Fuel using Platinum in Ranchi, India"
"Kyathampalle, India",2014-12-03,Gold,Grocery,M,133995,"Spent on Grocery using Gold in Kyathampalle, India"
"Tenali, India",2014-01-31,Platinum,Grocery,M,60374,"Spent on Grocery using Platinum in Tenali, India"
"Bhadrak, India",2014-03-01,Platinum,Entertainment,M,273877,"Spent on Entertainment using Platinum in Bhadrak, India"
"Pandua, India",2013-12-03,Signature,Grocery,M,95168,"Spent on Grocery using Signature in Pandua, India"
"Seoni-Malwa, India",2014-04-19,Signature,Entertainment,M,258996,"Spent on Entertainment using Signature in Seoni-Malwa, India"
"Mandsaur, India",2014-09-30,Platinum,Food,F,265785,"Spent on Food using Platinum in Mandsaur, India"
"Mahnar Bazar, India",2015-01-26,Signature,Food,M,201957,"Spent on Food using Signature in Mahnar Bazar, India"
"Salem, India",2013-11-28,Silver,Bills,M,293178,"Spent on Bills using Silver in Salem, India"
"Nagari, India",2013-12-18,Signature,Food,M,278831,"Spent on Food using Signature in Nagari, India"
"Lumding, India",2014-09-11,Signature,Grocery,F,180282,"Spent on Grocery using Signature in Lumding, India"
"Siruguppa, India",2014-04-14,Gold,Fuel,F,56016,"Spent on Fuel using Gold in Siruguppa, India"
"Vapi, India",2014-10-20,Gold,Entertainment,F,100872,"Spent on Entertainment using Gold in Vapi, India"
"Memari, India",2014-03-25,Silver,Fuel,M,190239,"Spent on Fuel using Silver in Memari, India"
"Ranavav, India",2014-02-13,Silver,Food,F,9454,"Spent on Food using Silver in Ranavav, India"
"Mohali, India",2013-10-17,Signature,Food,M,36680,"Spent on Food using Signature in Mohali, India"
"Shahpura, India",2014-07-15,Signature,Food,M,17765,"Spent on Food using Signature in Shahpura, India"
"Kharar, India",2015-03-18,Signature,Grocery,M,170770,"Spent on Grocery using Signature in Kharar, India"
"Neyyattinkara, India",2014-08-30,Gold,Fuel,F,17942,"Spent on Fuel using Gold in Neyyattinkara, India"
"Panruti, India",2015-01-07,Platinum,Bills,F,238846,"Spent on Bills using Platinum in Panruti, India"
"Byasanagar, India",2013-12-01,Gold,Food,F,94864,"Spent on Food using Gold in Byasanagar, India"
"Narsipatnam, India",2014-11-20,Signature,Food,M,172905,"Spent on Food using Signature in Narsipatnam, India"
"Kaithal, India",2013-10-16,Silver,Food,F,75990,"Spent on Food using Silver in Kaithal, India"
"Bankura, India",2014-09-05,Signature,Entertainment,F,28014,"Spent on Entertainment using Signature in Bankura, India"
"Pathri, India",2014-11-27,Gold,Bills,F,143025,"Spent on Bills using Gold in Pathri, India"
"Sohna, India",2013-12-19,Platinum,Bills,F,233499,"Spent on Bills using Platinum in Sohna, India"
"Panvel, India",2014-09-17,Silver,Entertainment,M,98909,"Spent on Entertainment using Silver in Panvel, India"
"Shahade, India",2015-01-29,Platinum,Fuel,M,165729,"Spent on Fuel using Platinum in Shahade, India"
"Nokha, India",2014-05-05,Gold,Entertainment,F,208061,"Spent on Entertainment using Gold in Nokha, India"
"Kunnamkulam, India",2014-06-20,Signature,Entertainment,M,75526,"Spent on Entertainment using Signature in Kunnamkulam, India"
"Sardhana, India",2014-05-05,Platinum,Entertainment,M,294740,"Spent on Entertainment using Platinum in Sardhana, India"
"Ottappalam, India",2013-12-11,Gold,Entertainment,F,169961,"Spent on Entertainment using Gold in Ottappalam, India"
"Mattannur, India",2015-03-20,Signature,Bills,M,152513,"Spent on Bills using Signature in Mattannur, India"
"Masaurhi, India",2014-05-14,Platinum,Bills,M,68966,"Spent on Bills using Platinum in Masaurhi, India"
"Nanjikottai, India",2015-03-22,Silver,Bills,F,4071,"Spent on Bills using Silver in Nanjikottai, India"
"Nagaur, India",2014-01-22,Gold,Entertainment,F,198367,"Spent on Entertainment using Gold in Nagaur, India"
"Mira-Bhayandar, India",2015-05-10,Silver,Bills,F,289269,"Spent on Bills using Silver in Mira-Bhayandar, India"
"Sirsa, India",2015-03-10,Platinum,Food,M,280655,"Spent on Food using Platinum in Sirsa, India"
"Proddatur, India",2014-08-06,Silver,Grocery,M,205091,"Spent on Grocery using Silver in Proddatur, India"
"Mangrol, India",2014-05-04,Gold,Entertainment,M,88605,"Spent on Entertainment using Gold in Mangrol, India"
"Seoni, India",2014-01-08,Signature,Food,M,275800,"Spent on Food using Signature in Seoni, India"
"Anand, India",2014-09-06,Silver,Grocery,M,86276,"Spent on Grocery using Silver in Anand, India"
"Akot, India",2014-02-02,Gold,Grocery,F,42271,"Spent on Grocery using Gold in Akot, India"
"Makhdumpur, India",2014-06-25,Gold,Entertainment,M,182619,"Spent on Entertainment using Gold in Makhdumpur, India"
"Nashik, India",2014-04-15,Silver,Food,M,133637,"Spent on Food using Silver in Nashik, India"
"Maihar, India",2015-01-09,Platinum,Entertainment,M,232611,"Spent on Entertainment using Platinum in Maihar, India"
"Talaja, India",2014-11-21,Signature,Food,F,190623,"Spent on Food using Signature in Talaja, India"
"Santipur, India",2015-05-03,Gold,Fuel,M,166527,"Spent on Fuel using Gold in Santipur, India"
"Mandvi, India",2015-05-19,Silver,Entertainment,F,265618,"Spent on Entertainment using Silver in Mandvi, India"
"Baripada Town, India",2014-05-01,Signature,Food,M,273226,"Spent on Food using Signature in Baripada Town, India"
"Rajahmundry, India",2015-04-14,Gold,Bills,M,242752,"Spent on Bills using Gold in Rajahmundry, India"
"Kharar, India",2015-04-28,Silver,Food,M,277715,"Spent on Food using Silver in Kharar, India"
"Pratapgarh, India",2014-07-02,Silver,Fuel,M,172612,"Spent on Fuel using Silver in Pratapgarh, India"
"Pilani, India",2014-10-17,Platinum,Entertainment,M,180392,"Spent on Entertainment using Platinum in Pilani, India"
"Gurgaon, India",2014-11-12,Platinum,Fuel,F,105380,"Spent on Fuel using Platinum in Gurgaon, India"
"Sarangpur, India",2014-03-05,Signature,Bills,M,271522,"Spent on Bills using Signature in Sarangpur, India"
"Maddur, India",2014-10-10,Platinum,Food,F,76082,"Spent on Food using Platinum in Maddur, India"
"Makhdumpur, India",2015-01-16,Silver,Bills,F,176899,"Spent on Bills using Silver in Makhdumpur, India"
"Jhansi, India",2014-01-26,Gold,Entertainment,F,262261,"Spent on Entertainment using Gold in Jhansi, India"
"Zaidpur, India",2013-12-12,Silver,Bills,F,154299,"Spent on Bills using Silver in Zaidpur, India"
"Tindivanam, India",2015-04-08,Platinum,Grocery,F,288711,"Spent on Grocery using Platinum in Tindivanam, India"
